date,region,crop,price_inr_qtl
2025-10-20,Sehore,Soybean,5006.94
2025-10-21,Sehore,Soybean,5152.39
2025-10-22,Sehore,Soybean,5075.3
2025-10-23,Sehore,Soybean,5107.24
2025-10-24,Sehore,Soybean,5172.47
2025-10-25,Sehore,Soybean,5128.98
2025-10-26,Sehore,Soybean,5098.59
2025-10-27,Sehore,Soybean,5129.63
2025-10-28,Sehore,Soybean,5178.96
2025-10-29,Sehore,Soybean,5105.32
2025-10-30,Sehore,Soybean,5161.43
2025-10-31,Sehore,Soybean,5207.33
2025-11-01,Sehore,Soybean,5219.91
2025-11-02,Sehore,Soybean,5130.61
2025-11-03,Sehore,Soybean,5241.6
2025-11-04,Sehore,Soybean,5207.01
2025-11-05,Sehore,Soybean,5238.88
2025-11-06,Sehore,Soybean,5239.85
2025-11-07,Sehore,Soybean,5202.24
2025-11-08,Sehore,Soybean,5260.84
2025-11-09,Sehore,Soybean,5233.29
2025-11-10,Sehore,Soybean,5319.86
2025-11-11,Sehore,Soybean,5223.23
2025-11-12,Sehore,Soybean,5299.97
2025-11-13,Sehore,Soybean,5304.61
2025-11-14,Sehore,Soybean,5348.6
2025-11-15,Sehore,Soybean,5275.98
2025-11-16,Sehore,Soybean,5364.59
2025-11-17,Sehore,Soybean,5339.54
2025-11-18,Sehore,Soybean,5287.85
2025-11-19,Sehore,Soybean,5326.55
2025-11-20,Sehore,Soybean,5291.91
2025-11-21,Sehore,Soybean,5269.16
2025-11-22,Sehore,Soybean,5228.39
2025-11-23,Sehore,Soybean,5408.17
2025-11-24,Sehore,Soybean,5313.97
2025-11-25,Sehore,Soybean,5380.54
2025-11-26,Sehore,Soybean,5356.67
2025-11-27,Sehore,Soybean,5352.58
2025-11-28,Sehore,Soybean,5357.24
2025-11-29,Sehore,Soybean,5319.69
2025-11-30,Sehore,Soybean,5300.43
2025-12-01,Sehore,Soybean,5314.27
2025-12-02,Sehore,Soybean,5221.25
2025-12-03,Sehore,Soybean,5232.59
2025-12-04,Sehore,Soybean,5225.39
2025-12-05,Sehore,Soybean,5378.21
2025-12-06,Sehore,Soybean,5225.98
2025-12-07,Sehore,Soybean,5273.82
2025-12-08,Sehore,Soybean,5324.98
2025-12-09,Sehore,Soybean,5197.46
2025-12-10,Sehore,Soybean,5259.13
2025-12-11,Sehore,Soybean,5310.1
2025-12-12,Sehore,Soybean,5138.13
2025-12-13,Sehore,Soybean,5240.44
2025-12-14,Sehore,Soybean,5196.02
2025-12-15,Sehore,Soybean,5236.22
2025-12-16,Sehore,Soybean,5246.68
2025-12-17,Sehore,Soybean,5200.67
2025-12-18,Sehore,Soybean,5200.88
2025-12-19,Sehore,Soybean,5260.7
2025-12-20,Sehore,Soybean,5154.43
2025-12-21,Sehore,Soybean,5202.05
2025-12-22,Sehore,Soybean,5120.08
2025-12-23,Sehore,Soybean,5168.84
2025-12-24,Sehore,Soybean,5120.13
2025-12-25,Sehore,Soybean,5019.08
2025-12-26,Sehore,Soybean,5055.1
2025-12-27,Sehore,Soybean,5070.5
2025-12-28,Sehore,Soybean,5053.49
2025-12-29,Sehore,Soybean,4919.12
2025-12-30,Sehore,Soybean,5026.99
2025-12-31,Sehore,Soybean,5130.19
2026-01-01,Sehore,Soybean,5048.72
2026-01-02,Sehore,Soybean,5005.46
2026-01-03,Sehore,Soybean,5007.63
2026-01-04,Sehore,Soybean,5023.45
2026-01-05,Sehore,Soybean,5061.23
2026-01-06,Sehore,Soybean,5001.65
2026-01-07,Sehore,Soybean,5008.4
2026-01-08,Sehore,Soybean,4989.92
2026-01-09,Sehore,Soybean,5048.45
2026-01-10,Sehore,Soybean,5052.66
2026-01-11,Sehore,Soybean,5046.23
2026-01-12,Sehore,Soybean,5019.27
2026-01-13,Sehore,Soybean,5026.74
2026-01-14,Sehore,Soybean,4971.79
2026-01-15,Sehore,Soybean,5061.47
2026-01-16,Sehore,Soybean,5026.62
2026-01-17,Sehore,Soybean,4937.54
2026-01-18,Sehore,Soybean,4909.39
2026-01-19,Sehore,Soybean,4911.06
2026-01-20,Sehore,Soybean,5077.35
2026-01-21,Sehore,Soybean,4995.42
2026-01-22,Sehore,Soybean,5019.65
2026-01-23,Sehore,Soybean,4880.55
2026-01-24,Sehore,Soybean,4921.16
2026-01-25,Sehore,Soybean,4947.55
2026-01-26,Sehore,Soybean,4925.2
2026-01-27,Sehore,Soybean,4894.28
2026-01-28,Sehore,Soybean,4835.54
2026-01-29,Sehore,Soybean,5034.85
2026-01-30,Sehore,Soybean,4906.91
2026-01-31,Sehore,Soybean,4995.06
2026-02-01,Sehore,Soybean,4973.93
2026-02-02,Sehore,Soybean,4905.42
2026-02-03,Sehore,Soybean,4967.47
2026-02-04,Sehore,Soybean,4989.32
2026-02-05,Sehore,Soybean,5042.08
2026-02-06,Sehore,Soybean,4975.84
2026-02-07,Sehore,Soybean,4985.37
2026-02-08,Sehore,Soybean,4963.98
2026-02-09,Sehore,Soybean,5020.9
2026-02-10,Sehore,Soybean,5035.29
2026-02-11,Sehore,Soybean,4915.38
2026-02-12,Sehore,Soybean,4943.03
2026-02-13,Sehore,Soybean,4913.28
2026-02-14,Sehore,Soybean,4976.89
2026-02-15,Sehore,Soybean,4967.34
2026-02-16,Sehore,Soybean,4977.73
2026-02-17,Sehore,Soybean,4950.94
2026-02-18,Sehore,Soybean,5039.48
2026-02-19,Sehore,Soybean,5078.04
2026-02-20,Sehore,Soybean,5083.86
2026-02-21,Sehore,Soybean,5043.52
2026-02-22,Sehore,Soybean,5057.86
2026-02-23,Sehore,Soybean,5124.57
2026-02-24,Sehore,Soybean,5012.03
2026-02-25,Sehore,Soybean,5089.55
2026-02-26,Sehore,Soybean,5143.68
2026-02-27,Sehore,Soybean,5180.45
2026-02-28,Sehore,Soybean,5128.88
2026-03-01,Sehore,Soybean,5160.96
2026-03-02,Sehore,Soybean,5171.8
2026-03-03,Sehore,Soybean,5148.5
2026-03-04,Sehore,Soybean,5183.25
2026-03-05,Sehore,Soybean,5147.99
2026-03-06,Sehore,Soybean,5186.42
2026-03-07,Sehore,Soybean,5203.02
2026-03-08,Sehore,Soybean,5219.06
2026-03-09,Sehore,Soybean,5168.42
2026-03-10,Sehore,Soybean,5304.96
2026-03-11,Sehore,Soybean,5307.48
2026-03-12,Sehore,Soybean,5250.25
2026-03-13,Sehore,Soybean,5174.84
2026-03-14,Sehore,Soybean,5244.16
2026-03-15,Sehore,Soybean,5276.4
2026-03-16,Sehore,Soybean,5329.25
2026-03-17,Sehore,Soybean,5356.75
2026-03-18,Sehore,Soybean,5230.6
2026-03-19,Sehore,Soybean,5294.38
2026-03-20,Sehore,Soybean,5365.49
2026-03-21,Sehore,Soybean,5340.96
2026-03-22,Sehore,Soybean,5301.54
2026-03-23,Sehore,Soybean,5354.69
2026-03-24,Sehore,Soybean,5290.44
2025-06-18,Ashta,Soybean,5006.5
2025-06-19,Ashta,Soybean,5097.16
2025-06-20,Ashta,Soybean,5056.43
2025-06-21,Ashta,Soybean,5047.77
2025-06-22,Ashta,Soybean,5122.85
2025-06-23,Ashta,Soybean,4987.26
2025-06-24,Ashta,Soybean,5004.27
2025-06-25,Ashta,Soybean,5030.08
2025-06-26,Ashta,Soybean,5046.49
2025-06-27,Ashta,Soybean,5136.32
2025-06-28,Ashta,Soybean,5028.88
2025-06-29,Ashta,Soybean,5053.47
2025-06-30,Ashta,Soybean,5115.53
2025-07-01,Ashta,Soybean,5071.89
2025-07-02,Ashta,Soybean,5088.44
2025-07-03,Ashta,Soybean,5065.52
2025-07-04,Ashta,Soybean,5115.69
2025-07-05,Ashta,Soybean,5130.42
2025-07-06,Ashta,Soybean,5073.46
2025-07-07,Ashta,Soybean,5119.2
2025-07-08,Ashta,Soybean,5059.03
2025-07-09,Ashta,Soybean,5112.86
2025-07-10,Ashta,Soybean,5091.25
2025-07-11,Ashta,Soybean,5021.46
2025-07-12,Ashta,Soybean,5197.7
2025-07-13,Ashta,Soybean,5104.43
2025-07-14,Ashta,Soybean,5137.67
2025-07-15,Ashta,Soybean,5178.7
2025-07-16,Ashta,Soybean,4957.25
2025-07-17,Ashta,Soybean,4992.49
2025-07-18,Ashta,Soybean,5067.18
2025-07-19,Ashta,Soybean,5066.17
2025-07-20,Ashta,Soybean,5044.15
2025-07-21,Ashta,Soybean,5068.54
2025-07-22,Ashta,Soybean,5106.87
2025-07-23,Ashta,Soybean,5091.47
2025-07-24,Ashta,Soybean,5013.13
2025-07-25,Ashta,Soybean,4991.68
2025-07-26,Ashta,Soybean,5097.13
2025-07-27,Ashta,Soybean,4886.21
2025-07-28,Ashta,Soybean,5012.24
2025-07-29,Ashta,Soybean,5010.58
2025-07-30,Ashta,Soybean,4993.37
2025-07-31,Ashta,Soybean,4978.89
2025-08-01,Ashta,Soybean,4936.97
2025-08-02,Ashta,Soybean,4890.46
2025-08-03,Ashta,Soybean,4990.52
2025-08-04,Ashta,Soybean,4981.69
2025-08-05,Ashta,Soybean,4949.12
2025-08-06,Ashta,Soybean,4940.91
2025-08-07,Ashta,Soybean,4906.01
2025-08-08,Ashta,Soybean,4900.23
2025-08-09,Ashta,Soybean,4858.79
2025-08-10,Ashta,Soybean,4950.67
2025-08-11,Ashta,Soybean,4893.37
2025-08-12,Ashta,Soybean,4870.13
2025-08-13,Ashta,Soybean,4907.2
2025-08-14,Ashta,Soybean,4819.09
2025-08-15,Ashta,Soybean,4887.1
2025-08-16,Ashta,Soybean,4919.96
2025-08-17,Ashta,Soybean,4785.92
2025-08-18,Ashta,Soybean,4789.53
2025-08-19,Ashta,Soybean,4845.62
2025-08-20,Ashta,Soybean,4822.91
2025-08-21,Ashta,Soybean,4844.21
2025-08-22,Ashta,Soybean,4761.97
2025-08-23,Ashta,Soybean,4834.6
2025-08-24,Ashta,Soybean,4745.56
2025-08-25,Ashta,Soybean,4837.6
2025-08-26,Ashta,Soybean,4831.59
2025-08-27,Ashta,Soybean,4769.5
2025-08-28,Ashta,Soybean,4824.61
2025-08-29,Ashta,Soybean,4790.98
2025-08-30,Ashta,Soybean,4803.2
2025-08-31,Ashta,Soybean,4680.33
2025-09-01,Ashta,Soybean,4745.34
2025-09-02,Ashta,Soybean,4826.27
2025-09-03,Ashta,Soybean,4776.7
2025-09-04,Ashta,Soybean,4744.12
2025-09-05,Ashta,Soybean,4821.03
2025-09-06,Ashta,Soybean,4739.17
2025-09-07,Ashta,Soybean,4793.19
2025-09-08,Ashta,Soybean,4767.77
2025-09-09,Ashta,Soybean,4775.64
2025-09-10,Ashta,Soybean,4660.1
2025-09-11,Ashta,Soybean,4728.07
2025-09-12,Ashta,Soybean,4807.22
2025-09-13,Ashta,Soybean,4721.63
2025-09-14,Ashta,Soybean,4729.6
2025-09-15,Ashta,Soybean,4782.64
2025-09-16,Ashta,Soybean,4784.85
2025-09-17,Ashta,Soybean,4745.13
2025-09-18,Ashta,Soybean,4788.36
2025-09-19,Ashta,Soybean,4830.99
2025-09-20,Ashta,Soybean,4719.16
2025-09-21,Ashta,Soybean,4864.3
2025-09-22,Ashta,Soybean,4735.65
2025-09-23,Ashta,Soybean,4800.32
2025-09-24,Ashta,Soybean,4902.4
2025-09-25,Ashta,Soybean,4741.1
2025-09-26,Ashta,Soybean,4814.02
2025-09-27,Ashta,Soybean,4836.36
2025-09-28,Ashta,Soybean,4815.75
2025-09-29,Ashta,Soybean,4735.45
2025-09-30,Ashta,Soybean,4833.26
2025-10-01,Ashta,Soybean,4831.53
2025-10-02,Ashta,Soybean,4848.71
2025-10-03,Ashta,Soybean,4786.4
2025-10-04,Ashta,Soybean,4845.75
2025-10-05,Ashta,Soybean,4921.1
2025-10-06,Ashta,Soybean,4863.77
2025-10-07,Ashta,Soybean,4901.8
2025-10-08,Ashta,Soybean,4893.76
2025-10-09,Ashta,Soybean,4933.09
2025-10-10,Ashta,Soybean,4940.01
2025-10-11,Ashta,Soybean,4952.07
2025-10-12,Ashta,Soybean,4953.08
2025-10-13,Ashta,Soybean,4906.4
2025-10-14,Ashta,Soybean,4927.24
2025-10-15,Ashta,Soybean,4987.7
2025-10-16,Ashta,Soybean,4971.29
2025-10-17,Ashta,Soybean,5012.6
2025-10-18,Ashta,Soybean,5006.96
2025-10-19,Ashta,Soybean,5043.76
2025-10-20,Ashta,Soybean,4989.37
2025-10-21,Ashta,Soybean,5057.77
2025-10-22,Ashta,Soybean,5022.94
2025-10-23,Ashta,Soybean,5142.26
2025-10-24,Ashta,Soybean,5015.96
2025-10-25,Ashta,Soybean,5010.68
2025-10-26,Ashta,Soybean,5119.96
2025-10-27,Ashta,Soybean,5062.0
2025-10-28,Ashta,Soybean,5062.28
2025-10-29,Ashta,Soybean,5116.2
2025-10-30,Ashta,Soybean,5135.63
2025-10-31,Ashta,Soybean,5048.75
2025-11-01,Ashta,Soybean,5200.07
2025-11-02,Ashta,Soybean,5140.41
2025-11-03,Ashta,Soybean,5117.34
2025-11-04,Ashta,Soybean,5140.84
2025-11-05,Ashta,Soybean,5136.62
2025-11-06,Ashta,Soybean,5140.04
2025-11-07,Ashta,Soybean,5084.51
2025-11-08,Ashta,Soybean,5096.49
2025-11-09,Ashta,Soybean,5135.03
2025-11-10,Ashta,Soybean,5195.27
2025-11-11,Ashta,Soybean,5246.95
2025-11-12,Ashta,Soybean,5179.7
2025-11-13,Ashta,Soybean,5170.42
2025-11-14,Ashta,Soybean,5217.73
2025-11-15,Ashta,Soybean,5182.71
2025-11-16,Ashta,Soybean,5235.09
2025-11-17,Ashta,Soybean,5185.03
2025-11-18,Ashta,Soybean,5177.61
2025-11-19,Ashta,Soybean,5199.73
2025-11-20,Ashta,Soybean,5202.91
2025-11-21,Ashta,Soybean,5253.08
2025-11-22,Ashta,Soybean,5279.94
2025-11-23,Ashta,Soybean,5237.64
2025-11-24,Ashta,Soybean,5202.42
2025-11-25,Ashta,Soybean,5163.48
2025-11-26,Ashta,Soybean,5277.58
2025-11-27,Ashta,Soybean,5219.61
2025-11-28,Ashta,Soybean,5185.38
2025-11-29,Ashta,Soybean,5265.73
2025-11-30,Ashta,Soybean,5234.95
2025-12-01,Ashta,Soybean,5244.51
2025-12-02,Ashta,Soybean,5294.23
2025-12-03,Ashta,Soybean,5163.32
2025-12-04,Ashta,Soybean,5244.69
2025-12-05,Ashta,Soybean,5168.1
2025-12-06,Ashta,Soybean,5198.16
2025-12-07,Ashta,Soybean,5262.88
2025-12-08,Ashta,Soybean,5232.18
2025-12-09,Ashta,Soybean,5235.47
2025-12-10,Ashta,Soybean,5219.87
2025-12-11,Ashta,Soybean,5232.79
2025-12-12,Ashta,Soybean,5082.58
2025-12-13,Ashta,Soybean,5253.96
2025-12-14,Ashta,Soybean,5181.1
2025-12-15,Ashta,Soybean,5119.09
2025-12-16,Ashta,Soybean,5164.41
2025-12-17,Ashta,Soybean,5138.53
2025-12-18,Ashta,Soybean,5101.24
2025-12-19,Ashta,Soybean,5098.72
2025-12-20,Ashta,Soybean,5021.48
2025-12-21,Ashta,Soybean,5165.65
2025-12-22,Ashta,Soybean,5051.18
2025-12-23,Ashta,Soybean,5105.58
2025-12-24,Ashta,Soybean,5091.14
2025-12-25,Ashta,Soybean,5030.64
2025-12-26,Ashta,Soybean,4992.95
2025-12-27,Ashta,Soybean,5066.26
2025-12-28,Ashta,Soybean,4953.91
2025-12-29,Ashta,Soybean,5083.34
2025-12-30,Ashta,Soybean,5134.83
2025-12-31,Ashta,Soybean,4992.31
2026-01-01,Ashta,Soybean,5037.61
2026-01-02,Ashta,Soybean,5051.01
2026-01-03,Ashta,Soybean,5061.85
2026-01-04,Ashta,Soybean,5017.38
2026-01-05,Ashta,Soybean,4984.92
2026-01-06,Ashta,Soybean,4971.6
2026-01-07,Ashta,Soybean,4977.7
2026-01-08,Ashta,Soybean,4937.93
2026-01-09,Ashta,Soybean,4892.83
2026-01-10,Ashta,Soybean,4975.99
2026-01-11,Ashta,Soybean,4963.0
2026-01-12,Ashta,Soybean,4922.42
2026-01-13,Ashta,Soybean,4964.82
2026-01-14,Ashta,Soybean,4894.43
2026-01-15,Ashta,Soybean,4996.85
2026-01-16,Ashta,Soybean,4881.76
2026-01-17,Ashta,Soybean,4970.86
2026-01-18,Ashta,Soybean,4943.21
2026-01-19,Ashta,Soybean,4842.53
2026-01-20,Ashta,Soybean,4859.15
2026-01-21,Ashta,Soybean,4827.36
2026-01-22,Ashta,Soybean,4846.34
2026-01-23,Ashta,Soybean,4899.69
2026-01-24,Ashta,Soybean,4966.71
2026-01-25,Ashta,Soybean,4800.84
2026-01-26,Ashta,Soybean,4830.36
2026-01-27,Ashta,Soybean,4911.64
2026-01-28,Ashta,Soybean,4861.38
2026-01-29,Ashta,Soybean,4885.46
2026-01-30,Ashta,Soybean,4798.82
2026-01-31,Ashta,Soybean,4881.26
2026-02-01,Ashta,Soybean,4844.68
2026-02-02,Ashta,Soybean,4870.3
2026-02-03,Ashta,Soybean,4888.98
2026-02-04,Ashta,Soybean,4918.87
2026-02-05,Ashta,Soybean,4854.26
2026-02-06,Ashta,Soybean,4875.2
2026-02-07,Ashta,Soybean,4924.34
2026-02-08,Ashta,Soybean,4981.19
2026-02-09,Ashta,Soybean,4832.89
2026-02-10,Ashta,Soybean,4895.81
2026-02-11,Ashta,Soybean,4890.21
2026-02-12,Ashta,Soybean,4874.0
2026-02-13,Ashta,Soybean,4870.61
2026-02-14,Ashta,Soybean,5003.81
2026-02-15,Ashta,Soybean,4944.69
2026-02-16,Ashta,Soybean,4945.97
2026-02-17,Ashta,Soybean,4939.86
2026-02-18,Ashta,Soybean,4891.23
2026-02-19,Ashta,Soybean,4974.99
2026-02-20,Ashta,Soybean,4977.48
2026-02-21,Ashta,Soybean,4926.68
2026-02-22,Ashta,Soybean,4984.51
2026-02-23,Ashta,Soybean,5057.01
2026-02-24,Ashta,Soybean,5019.44
2026-02-25,Ashta,Soybean,5017.52
2026-02-26,Ashta,Soybean,5032.35
2026-02-27,Ashta,Soybean,4976.13
2026-02-28,Ashta,Soybean,5115.33
2026-03-01,Ashta,Soybean,5087.52
2026-03-02,Ashta,Soybean,5104.82
2026-03-03,Ashta,Soybean,5051.66
2026-03-04,Ashta,Soybean,5098.27
2026-03-05,Ashta,Soybean,5177.13
2026-03-06,Ashta,Soybean,5145.45
2026-03-07,Ashta,Soybean,5077.53
2026-03-08,Ashta,Soybean,5139.32
2026-03-09,Ashta,Soybean,5101.11
2026-03-10,Ashta,Soybean,5125.87
2026-03-11,Ashta,Soybean,5118.4
2026-03-12,Ashta,Soybean,5124.35
2026-03-13,Ashta,Soybean,5201.54
2026-03-14,Ashta,Soybean,5204.08
2026-03-15,Ashta,Soybean,5217.34
2026-03-16,Ashta,Soybean,5230.03
2026-03-17,Ashta,Soybean,5268.3
2026-03-18,Ashta,Soybean,5124.23
2026-03-19,Ashta,Soybean,5283.32
2026-03-20,Ashta,Soybean,5229.26
2026-03-21,Ashta,Soybean,5298.37
2026-03-22,Ashta,Soybean,5237.55
2026-03-23,Ashta,Soybean,5241.98
2026-03-24,Ashta,Soybean,5327.58
